tenure_months,monthly_charges,total_charges,contract_type,payment_method,support_tickets,churn
20,91.54,1830.8,month_to_month,bank_transfer,1,1
66,98.1,6474.6,month_to_month,credit_card,2,0
69,78.76,5434.44,one_year,credit_card,2,0
37,101.56,3757.72,month_to_month,credit_card,3,1
33,109.62,3617.46,two_year,electronic_check,4,0
61,108.08,6592.88,month_to_month,credit_card,0,0
21,85.81,1802.01,two_year,bank_transfer,0,1
33,27.85,919.05,month_to_month,credit_card,2,0
33,65.26,2153.58,one_year,bank_transfer,1,1
52,62.98,3274.96,month_to_month,electronic_check,1,0
4,55.14,220.56,two_year,credit_card,1,0
71,91.84,6520.64,month_to_month,bank_transfer,4,0
55,49.06,2698.3,month_to_month,electronic_check,2,0
12,77.3,927.6,month_to_month,credit_card,0,0
53,108.55,5753.15,one_year,credit_card,3,0
19,80.03,1520.57,one_year,electronic_check,0,0
30,96.99,2909.7,month_to_month,credit_card,0,0
38,65.42,2485.96,two_year,electronic_check,1,0
50,34.92,1746.0,month_to_month,bank_transfer,0,0
28,91.66,2566.48,one_year,bank_transfer,0,0
16,99.0,1584.0,one_year,credit_card,5,1
58,111.82,6485.56,two_year,credit_card,3,0
7,77.43,542.01,month_to_month,bank_transfer,0,1
67,59.63,3995.21,two_year,credit_card,2,0
62,109.41,6783.42,one_year,bank_transfer,2,0
42,109.13,4583.46,one_year,credit_card,3,0
32,50.5,1616.0,month_to_month,bank_transfer,1,0
10,104.94,1049.4,month_to_month,credit_card,1,1
59,38.13,2249.67,month_to_month,credit_card,0,0
28,79.63,2229.64,month_to_month,bank_transfer,0,0
42,37.34,1568.28,month_to_month,credit_card,3,0
22,47.92,1054.24,one_year,credit_card,1,1
46,38.27,1760.42,one_year,electronic_check,2,0
47,76.5,3595.5,two_year,bank_transfer,1,0
2,78.85,157.7,month_to_month,credit_card,1,1
19,117.97,2241.43,month_to_month,credit_card,1,1
39,40.52,1580.28,one_year,credit_card,3,0
7,90.44,633.08,one_year,credit_card,2,1
12,102.98,1235.76,two_year,bank_transfer,3,1
37,107.14,3964.18,two_year,credit_card,0,0
27,24.69,666.63,month_to_month,electronic_check,2,0
21,39.65,832.65,month_to_month,bank_transfer,2,0
68,53.82,3659.76,month_to_month,bank_transfer,5,0
36,74.45,2680.2,two_year,bank_transfer,0,0
39,58.42,2278.38,one_year,credit_card,3,0
25,116.13,2903.25,month_to_month,electronic_check,0,1
25,88.15,2203.75,month_to_month,bank_transfer,2,0
56,47.01,2632.56,two_year,bank_transfer,3,0
36,118.16,4253.76,two_year,electronic_check,2,0
19,101.62,1930.78,month_to_month,credit_card,1,0
1,98.08,98.08,one_year,bank_transfer,1,1
53,55.77,2955.81,month_to_month,bank_transfer,1,0
38,110.91,4214.58,month_to_month,credit_card,2,1
9,92.58,833.22,two_year,electronic_check,0,0
50,27.53,1376.5,one_year,credit_card,0,0
57,99.95,5697.15,one_year,bank_transfer,1,0
49,116.28,5697.72,one_year,bank_transfer,1,0
72,92.45,6656.4,month_to_month,bank_transfer,2,0
24,72.55,1741.2,two_year,credit_card,3,0
21,113.77,2389.17,two_year,bank_transfer,2,0
60,68.68,4120.8,one_year,electronic_check,1,0
72,88.5,6372.0,one_year,bank_transfer,3,0
54,115.63,6244.02,one_year,credit_card,2,0
45,50.59,2276.55,one_year,bank_transfer,1,0
19,110.38,2097.22,two_year,credit_card,2,0
42,56.9,2389.8,one_year,bank_transfer,1,0
27,84.2,2273.4,month_to_month,credit_card,2,0
19,96.32,1830.08,one_year,credit_card,2,0
32,81.79,2617.28,month_to_month,bank_transfer,3,1
49,88.93,4357.57,month_to_month,bank_transfer,3,0
47,59.03,2774.41,one_year,credit_card,1,0
33,69.46,2292.18,one_year,credit_card,1,0
43,102.29,4398.47,month_to_month,electronic_check,1,0
43,114.06,4904.58,month_to_month,bank_transfer,1,0
23,20.98,482.54,month_to_month,electronic_check,1,0
35,73.34,2566.9,one_year,credit_card,3,0
34,47.91,1628.94,two_year,electronic_check,1,0
57,85.03,4846.71,month_to_month,bank_transfer,4,1
21,40.89,858.69,month_to_month,bank_transfer,1,0
38,24.42,927.96,two_year,credit_card,1,0
38,32.96,1252.48,month_to_month,bank_transfer,0,0
24,107.62,2582.88,month_to_month,electronic_check,1,1
56,50.1,2805.6,one_year,electronic_check,1,0
23,63.19,1453.37,month_to_month,credit_card,1,0
39,23.08,900.12,month_to_month,bank_transfer,2,0
41,92.8,3804.8,two_year,credit_card,3,0
36,63.96,2302.56,month_to_month,electronic_check,0,0
70,110.43,7730.1,one_year,electronic_check,2,0
46,47.64,2191.44,month_to_month,electronic_check,1,0
8,28.89,231.12,month_to_month,credit_card,1,0
2,89.08,178.16,month_to_month,electronic_check,0,1
2,73.63,147.26,one_year,electronic_check,2,0
24,37.2,892.8,two_year,electronic_check,0,0
33,31.75,1047.75,one_year,electronic_check,0,0
45,107.82,4851.9,month_to_month,credit_card,1,1
14,67.06,938.84,month_to_month,credit_card,2,1
17,27.62,469.54,two_year,credit_card,1,0
66,20.11,1327.26,one_year,credit_card,1,0
6,118.01,708.06,month_to_month,credit_card,3,1
41,84.62,3469.42,month_to_month,bank_transfer,2,1
35,43.05,1506.75,month_to_month,bank_transfer,0,0
60,102.5,6150.0,one_year,bank_transfer,3,0
10,114.28,1142.8,month_to_month,bank_transfer,0,1
59,85.32,5033.88,month_to_month,credit_card,0,0
45,30.36,1366.2,month_to_month,credit_card,1,0
1,103.02,103.02,month_to_month,bank_transfer,0,1
44,119.13,5241.72,month_to_month,electronic_check,1,1
64,62.89,4024.96,month_to_month,electronic_check,0,0
36,95.08,3422.88,two_year,electronic_check,3,1
31,76.81,2381.11,month_to_month,credit_card,1,0
28,90.19,2525.32,two_year,electronic_check,0,0
17,91.68,1558.56,one_year,bank_transfer,1,0
20,96.67,1933.4,one_year,bank_transfer,2,1
63,42.9,2702.7,one_year,electronic_check,2,0
29,80.74,2341.46,month_to_month,electronic_check,0,1
61,57.58,3512.38,two_year,electronic_check,4,0
37,38.37,1419.69,month_to_month,electronic_check,2,0
63,110.36,6952.68,month_to_month,bank_transfer,1,0
63,118.48,7464.24,month_to_month,electronic_check,0,0
64,38.69,2476.16,one_year,credit_card,1,0
17,24.59,418.03,month_to_month,bank_transfer,0,0
70,114.84,8038.8,one_year,electronic_check,0,0
14,47.32,662.48,two_year,bank_transfer,3,0
19,94.14,1788.66,one_year,bank_transfer,0,0
60,48.84,2930.4,two_year,bank_transfer,2,0
18,80.1,1441.8,month_to_month,bank_transfer,1,0
65,84.57,5497.05,month_to_month,bank_transfer,1,0
5,75.47,377.35,two_year,electronic_check,3,1
5,110.87,554.35,month_to_month,electronic_check,3,1
54,34.71,1874.34,two_year,bank_transfer,1,0
55,47.08,2589.4,one_year,electronic_check,2,0
27,47.51,1282.77,month_to_month,bank_transfer,1,1
8,29.84,238.72,two_year,credit_card,3,1
49,86.11,4219.39,month_to_month,bank_transfer,2,1
58,28.42,1648.36,one_year,credit_card,0,0
58,98.65,5721.7,two_year,credit_card,1,0
64,22.33,1429.12,month_to_month,credit_card,0,0
19,49.91,948.29,two_year,credit_card,1,0
67,24.56,1645.52,two_year,electronic_check,3,0
72,28.76,2070.72,month_to_month,credit_card,0,0
14,65.83,921.62,month_to_month,bank_transfer,2,0
44,88.1,3876.4,one_year,credit_card,0,0
34,113.27,3851.18,one_year,electronic_check,1,0
65,33.8,2197.0,month_to_month,credit_card,5,0
12,106.0,1272.0,month_to_month,credit_card,1,0
38,77.17,2932.46,month_to_month,electronic_check,1,1
30,35.3,1059.0,month_to_month,electronic_check,1,1
66,79.18,5225.88,month_to_month,electronic_check,1,0
62,80.73,5005.26,month_to_month,bank_transfer,2,1
36,79.88,2875.68,two_year,credit_card,1,0
63,24.09,1517.67,two_year,credit_card,2,0
59,47.78,2819.02,two_year,bank_transfer,1,0
4,75.55,302.2,one_year,electronic_check,1,1
28,103.64,2901.92,one_year,credit_card,5,0
56,97.91,5482.96,two_year,bank_transfer,1,0
1,54.59,54.59,month_to_month,credit_card,1,1
22,119.67,2632.74,month_to_month,credit_card,1,1
53,28.73,1522.69,one_year,bank_transfer,3,0
48,63.24,3035.52,one_year,electronic_check,0,0
9,67.45,607.05,month_to_month,bank_transfer,0,1
17,50.78,863.26,one_year,bank_transfer,5,1
69,75.76,5227.44,month_to_month,bank_transfer,3,0
34,110.74,3765.16,one_year,credit_card,2,0
41,53.31,2185.71,one_year,credit_card,1,0
43,94.05,4044.15,two_year,electronic_check,4,0
26,82.58,2147.08,month_to_month,bank_transfer,0,0
42,32.21,1352.82,two_year,electronic_check,4,0
56,28.88,1617.28,one_year,electronic_check,1,0
71,74.8,5310.8,two_year,credit_card,1,0
69,98.23,6777.87,month_to_month,credit_card,2,0
54,111.8,6037.2,one_year,bank_transfer,4,0
30,70.89,2126.7,two_year,bank_transfer,3,0
67,110.53,7405.51,month_to_month,credit_card,0,0
51,41.89,2136.39,two_year,credit_card,2,0
26,56.66,1473.16,one_year,electronic_check,1,1
31,52.22,1618.82,two_year,credit_card,1,0
47,98.41,4625.27,month_to_month,bank_transfer,1,0
9,53.56,482.04,month_to_month,electronic_check,2,1
36,104.62,3766.32,month_to_month,electronic_check,3,1
13,32.63,424.19,one_year,credit_card,1,0
32,48.99,1567.68,one_year,credit_card,1,0
62,105.84,6562.08,one_year,credit_card,2,0
49,34.16,1673.84,month_to_month,bank_transfer,0,0
33,93.35,3080.55,one_year,bank_transfer,1,0
29,59.33,1720.57,month_to_month,credit_card,3,1
26,25.24,656.24,month_to_month,credit_card,1,1
13,99.58,1294.54,one_year,credit_card,3,0
24,101.01,2424.24,month_to_month,bank_transfer,0,0
15,44.74,671.1,month_to_month,electronic_check,0,0
26,40.72,1058.72,one_year,electronic_check,2,0
6,22.79,136.74,month_to_month,credit_card,4,1
22,108.36,2383.92,month_to_month,credit_card,0,1
59,40.94,2415.46,two_year,credit_card,4,0
57,77.18,4399.26,two_year,electronic_check,2,0
46,32.93,1514.78,month_to_month,bank_transfer,3,1
51,114.36,5832.36,month_to_month,bank_transfer,3,0
2,77.13,154.26,month_to_month,electronic_check,0,1
43,107.7,4631.1,two_year,credit_card,1,0
55,71.11,3911.05,month_to_month,bank_transfer,2,0
58,96.5,5597.0,one_year,bank_transfer,2,0
70,96.59,6761.3,two_year,credit_card,1,0
9,61.76,555.84,two_year,bank_transfer,0,0
38,116.31,4419.78,one_year,credit_card,1,0
61,59.8,3647.8,month_to_month,electronic_check,3,0
3,59.82,179.46,one_year,electronic_check,2,1
18,92.53,1665.54,two_year,credit_card,4,0
6,45.31,271.86,two_year,bank_transfer,2,0
9,94.97,854.73,month_to_month,credit_card,2,1
4,30.81,123.24,month_to_month,bank_transfer,1,1
38,25.94,985.72,two_year,bank_transfer,2,0
45,82.21,3699.45,one_year,credit_card,5,0
27,40.19,1085.13,month_to_month,credit_card,1,0
10,30.94,309.4,two_year,credit_card,0,0
52,53.83,2799.16,one_year,electronic_check,3,0
20,84.69,1693.8,month_to_month,credit_card,1,0
55,44.36,2439.8,two_year,credit_card,3,0
23,74.06,1703.38,month_to_month,bank_transfer,3,1
61,25.13,1532.93,two_year,credit_card,2,0
35,86.4,3024.0,month_to_month,electronic_check,2,0
13,36.93,480.09,two_year,bank_transfer,2,1
12,33.93,407.16,two_year,bank_transfer,4,0
48,86.16,4135.68,one_year,credit_card,1,0
66,72.53,4786.98,one_year,electronic_check,1,0
25,60.73,1518.25,two_year,bank_transfer,4,0
57,76.24,4345.68,month_to_month,bank_transfer,0,0
49,87.17,4271.33,month_to_month,bank_transfer,1,0
31,40.51,1255.81,month_to_month,credit_card,1,0
53,74.35,3940.55,month_to_month,credit_card,3,0
47,30.19,1418.93,two_year,credit_card,1,0
60,43.77,2626.2,month_to_month,electronic_check,2,0
60,94.77,5686.2,one_year,credit_card,4,0
32,23.86,763.52,month_to_month,bank_transfer,1,0
17,73.64,1251.88,month_to_month,credit_card,3,1
37,105.68,3910.16,month_to_month,electronic_check,0,1
8,75.8,606.4,month_to_month,bank_transfer,1,1
41,36.07,1478.87,two_year,credit_card,3,0
53,55.77,2955.81,one_year,credit_card,2,0
39,61.04,2380.56,one_year,bank_transfer,2,1
50,58.4,2920.0,month_to_month,credit_card,1,0
59,46.0,2714.0,one_year,electronic_check,2,0
43,90.35,3885.05,month_to_month,credit_card,3,1
25,105.76,2644.0,month_to_month,bank_transfer,0,1
47,84.52,3972.44,one_year,bank_transfer,0,0
62,110.05,6823.1,month_to_month,credit_card,1,0
31,79.86,2475.66,month_to_month,bank_transfer,1,0
12,36.03,432.36,two_year,electronic_check,1,1
29,116.67,3383.43,two_year,electronic_check,1,0
52,33.78,1756.56,two_year,electronic_check,1,0
55,62.32,3427.6,month_to_month,electronic_check,3,0
53,62.16,3294.48,month_to_month,credit_card,0,0
63,60.01,3780.63,two_year,electronic_check,0,0
43,71.5,3074.5,two_year,bank_transfer,1,0
42,38.73,1626.66,month_to_month,bank_transfer,0,0
19,34.91,663.29,two_year,bank_transfer,1,0
48,87.78,4213.44,month_to_month,bank_transfer,0,0
44,39.63,1743.72,month_to_month,credit_card,1,0
16,97.16,1554.56,one_year,credit_card,2,1
16,35.07,561.12,month_to_month,credit_card,0,0
22,89.74,1974.28,month_to_month,credit_card,3,0
4,48.57,194.28,month_to_month,electronic_check,1,1
67,75.62,5066.54,one_year,bank_transfer,2,0
56,110.88,6209.28,month_to_month,credit_card,0,0
23,114.09,2624.07,one_year,credit_card,2,0
30,66.02,1980.6,one_year,credit_card,1,0
66,101.64,6708.24,one_year,bank_transfer,2,0
18,68.68,1236.24,month_to_month,credit_card,1,1
11,78.59,864.49,one_year,electronic_check,1,1
52,34.97,1818.44,one_year,credit_card,1,0
42,36.81,1546.02,month_to_month,credit_card,0,0
27,42.06,1135.62,one_year,credit_card,0,0
8,93.46,747.68,two_year,credit_card,1,1
42,64.38,2703.96,month_to_month,bank_transfer,2,1
16,37.61,601.76,month_to_month,electronic_check,1,1
23,111.1,2555.3,one_year,bank_transfer,2,1
46,45.09,2074.14,month_to_month,bank_transfer,1,0
11,65.9,724.9,two_year,electronic_check,2,1
22,46.1,1014.2,one_year,bank_transfer,3,0
16,50.61,809.76,two_year,credit_card,2,1
36,43.39,1562.04,two_year,bank_transfer,2,0
21,87.41,1835.61,month_to_month,credit_card,2,1
69,57.56,3971.64,month_to_month,credit_card,5,0
37,71.59,2648.83,month_to_month,credit_card,1,1
3,59.8,179.4,one_year,electronic_check,2,0
47,60.54,2845.38,one_year,bank_transfer,1,0
66,84.51,5577.66,two_year,electronic_check,3,0
70,116.19,8133.3,one_year,credit_card,0,0
52,62.3,3239.6,one_year,credit_card,1,0
43,46.96,2019.28,month_to_month,bank_transfer,0,0
14,40.08,561.12,month_to_month,bank_transfer,1,1
70,69.19,4843.3,one_year,bank_transfer,1,0
16,97.35,1557.6,month_to_month,electronic_check,0,0
13,104.24,1355.12,month_to_month,credit_card,3,0
19,67.53,1283.07,month_to_month,credit_card,1,0
7,36.92,258.44,month_to_month,electronic_check,1,1
44,92.06,4050.64,month_to_month,credit_card,0,0
8,46.14,369.12,month_to_month,bank_transfer,3,1
41,30.48,1249.68,one_year,credit_card,1,0
29,42.01,1218.29,month_to_month,bank_transfer,1,0
64,79.13,5064.32,one_year,credit_card,0,0
27,60.45,1632.15,one_year,credit_card,2,0
4,97.74,390.96,one_year,bank_transfer,4,1
58,76.75,4451.5,month_to_month,credit_card,2,0
8,57.21,457.68,month_to_month,bank_transfer,1,1
3,39.05,117.15,month_to_month,electronic_check,2,1
21,105.02,2205.42,month_to_month,credit_card,0,1
43,37.12,1596.16,month_to_month,credit_card,0,0
60,116.92,7015.2,two_year,bank_transfer,4,0
71,68.35,4852.85,month_to_month,credit_card,2,0
38,80.96,3076.48,one_year,electronic_check,1,0
25,115.73,2893.25,month_to_month,electronic_check,2,1
55,110.79,6093.45,one_year,bank_transfer,2,1
38,60.56,2301.28,month_to_month,credit_card,2,0
67,113.53,7606.51,month_to_month,credit_card,0,0
45,61.72,2777.4,month_to_month,electronic_check,2,0
13,32.59,423.67,month_to_month,credit_card,3,1
45,29.84,1342.8,one_year,credit_card,2,0
8,89.81,718.48,two_year,electronic_check,4,1
40,71.84,2873.6,two_year,credit_card,2,0
42,110.34,4634.28,one_year,electronic_check,0,0
30,73.3,2199.0,one_year,electronic_check,1,0
62,99.08,6142.96,one_year,bank_transfer,1,0
29,116.41,3375.89,one_year,bank_transfer,0,0
6,119.82,718.92,month_to_month,bank_transfer,1,1
10,27.12,271.2,month_to_month,electronic_check,1,1
56,118.13,6615.28,one_year,credit_card,0,0
58,72.36,4196.88,one_year,bank_transfer,2,0
47,61.36,2883.92,one_year,electronic_check,1,0
67,102.69,6880.23,one_year,bank_transfer,0,0
45,98.25,4421.25,month_to_month,bank_transfer,2,0
12,105.87,1270.44,one_year,credit_card,0,0
60,81.79,4907.4,month_to_month,electronic_check,1,0
12,84.85,1018.2,month_to_month,electronic_check,2,1
30,82.85,2485.5,month_to_month,electronic_check,0,0
72,109.08,7853.76,month_to_month,electronic_check,1,0
43,74.19,3190.17,month_to_month,bank_transfer,3,1
1,21.86,21.86,one_year,credit_card,2,0
60,22.9,1374.0,month_to_month,bank_transfer,0,0
61,53.58,3268.38,one_year,credit_card,1,0
37,21.53,796.61,one_year,bank_transfer,2,0
70,24.57,1719.9,month_to_month,electronic_check,2,0
42,39.73,1668.66,month_to_month,credit_card,0,0
54,22.81,1231.74,month_to_month,credit_card,0,0
49,72.86,3570.14,month_to_month,credit_card,6,1
19,102.5,1947.5,one_year,credit_card,3,1
58,118.02,6845.16,month_to_month,electronic_check,1,0
56,93.95,5261.2,month_to_month,credit_card,0,0
12,75.99,911.88,month_to_month,electronic_check,0,1
45,83.66,3764.7,month_to_month,bank_transfer,2,1
67,71.05,4760.35,month_to_month,electronic_check,0,0
53,79.3,4202.9,one_year,bank_transfer,1,0
44,57.46,2528.24,one_year,bank_transfer,1,0
36,26.05,937.8,two_year,credit_card,0,0
21,48.42,1016.82,month_to_month,electronic_check,0,1
22,34.69,763.18,one_year,bank_transfer,0,1
62,49.96,3097.52,one_year,credit_card,1,0
68,79.76,5423.68,month_to_month,electronic_check,0,0
67,66.45,4452.15,month_to_month,credit_card,2,0
41,96.51,3956.91,month_to_month,electronic_check,6,1
57,116.04,6614.28,month_to_month,bank_transfer,1,0
25,49.76,1244.0,one_year,electronic_check,0,0
72,101.18,7284.96,one_year,bank_transfer,1,0
14,91.88,1286.32,two_year,bank_transfer,0,0
12,100.06,1200.72,one_year,bank_transfer,1,0
49,107.4,5262.6,two_year,credit_card,1,0
67,91.31,6117.77,two_year,bank_transfer,4,0
9,94.4,849.6,one_year,electronic_check,1,0
46,31.73,1459.58,month_to_month,bank_transfer,0,0
43,74.85,3218.55,month_to_month,bank_transfer,2,1
64,64.53,4129.92,month_to_month,bank_transfer,2,0
38,24.59,934.42,month_to_month,bank_transfer,1,0
55,67.33,3703.15,two_year,bank_transfer,2,0
70,108.99,7629.3,month_to_month,bank_transfer,1,0
2,86.03,172.06,one_year,credit_card,0,1
60,35.51,2130.6,month_to_month,electronic_check,0,0
53,89.63,4750.39,two_year,electronic_check,2,0
24,71.48,1715.52,one_year,credit_card,3,0
5,26.02,130.1,one_year,credit_card,1,0
34,20.11,683.74,one_year,electronic_check,2,0
4,62.33,249.32,one_year,electronic_check,0,0
71,81.98,5820.58,two_year,credit_card,0,0
52,106.83,5555.16,one_year,bank_transfer,2,0
60,32.92,1975.2,month_to_month,credit_card,2,0
20,102.71,2054.2,month_to_month,electronic_check,1,1
7,40.2,281.4,month_to_month,bank_transfer,2,1
5,54.22,271.1,month_to_month,credit_card,1,1
52,30.33,1577.16,one_year,electronic_check,2,0
43,61.4,2640.2,month_to_month,credit_card,0,0
57,39.65,2260.05,month_to_month,bank_transfer,1,0
42,92.91,3902.22,month_to_month,electronic_check,0,1
72,97.98,7054.56,two_year,credit_card,1,0
20,79.47,1589.4,month_to_month,credit_card,1,1
59,76.09,4489.31,month_to_month,credit_card,4,0
20,36.0,720.0,one_year,electronic_check,2,0
68,112.54,7652.72,month_to_month,credit_card,1,0
59,119.47,7048.73,two_year,credit_card,1,0
70,68.32,4782.4,one_year,electronic_check,2,0
35,116.47,4076.45,one_year,bank_transfer,1,0
11,42.91,472.01,month_to_month,electronic_check,2,1
33,23.13,763.29,month_to_month,credit_card,2,0
67,113.66,7615.22,two_year,credit_card,2,0
50,25.49,1274.5,month_to_month,bank_transfer,2,0
3,36.87,110.61,two_year,credit_card,1,0
64,21.5,1376.0,one_year,electronic_check,1,0
49,95.64,4686.36,month_to_month,bank_transfer,3,1
22,43.45,955.9,month_to_month,credit_card,3,1
62,45.08,2794.96,month_to_month,credit_card,1,0
45,38.14,1716.3,month_to_month,credit_card,4,1
29,24.48,709.92,month_to_month,electronic_check,2,1
5,108.75,543.75,month_to_month,electronic_check,0,1
62,78.42,4862.04,two_year,credit_card,2,0
44,72.55,3192.2,one_year,credit_card,1,0
49,65.61,3214.89,one_year,bank_transfer,1,0
52,117.67,6118.84,one_year,credit_card,0,0
47,39.06,1835.82,month_to_month,bank_transfer,0,0
64,33.38,2136.32,month_to_month,credit_card,1,0
43,85.91,3694.13,one_year,bank_transfer,1,0
6,33.6,201.6,one_year,electronic_check,3,1
11,44.57,490.27,two_year,bank_transfer,0,0
31,73.41,2275.71,one_year,electronic_check,4,1
71,59.54,4227.34,month_to_month,electronic_check,2,0
37,76.04,2813.48,month_to_month,bank_transfer,0,1
50,56.95,2847.5,month_to_month,bank_transfer,2,0
53,63.72,3377.16,month_to_month,credit_card,2,0
62,72.64,4503.68,month_to_month,electronic_check,1,0
56,64.22,3596.32,month_to_month,bank_transfer,2,0
25,69.87,1746.75,one_year,bank_transfer,0,0
2,53.1,106.2,one_year,credit_card,1,0
11,45.21,497.31,month_to_month,electronic_check,2,1
3,74.23,222.69,two_year,credit_card,2,0
50,21.67,1083.5,one_year,credit_card,1,0
16,34.72,555.52,month_to_month,credit_card,1,0
16,89.07,1425.12,month_to_month,credit_card,1,0
13,25.41,330.33,one_year,bank_transfer,2,0
55,87.15,4793.25,one_year,electronic_check,0,0
53,115.56,6124.68,one_year,credit_card,0,0
45,40.77,1834.65,two_year,bank_transfer,1,0
14,55.28,773.92,month_to_month,bank_transfer,0,1
66,84.26,5561.16,two_year,credit_card,0,0
46,79.43,3653.78,month_to_month,electronic_check,5,1
64,40.03,2561.92,month_to_month,credit_card,2,0
56,77.01,4312.56,one_year,bank_transfer,2,0
25,51.9,1297.5,month_to_month,electronic_check,1,1
12,60.47,725.64,two_year,electronic_check,2,0
18,84.02,1512.36,two_year,electronic_check,0,0
50,24.86,1243.0,month_to_month,credit_card,2,0
3,83.57,250.71,month_to_month,credit_card,2,1
30,116.89,3506.7,month_to_month,electronic_check,1,1
39,21.79,849.81,month_to_month,bank_transfer,1,1
40,37.08,1483.2,two_year,credit_card,3,0
1,89.02,89.02,month_to_month,bank_transfer,1,1
12,29.79,357.48,two_year,bank_transfer,1,1
36,73.52,2646.72,two_year,electronic_check,1,0
37,68.34,2528.58,month_to_month,bank_transfer,2,0
25,73.28,1832.0,month_to_month,electronic_check,0,1
71,115.5,8200.5,month_to_month,bank_transfer,1,0
24,79.64,1911.36,one_year,electronic_check,1,1
29,44.63,1294.27,two_year,credit_card,1,0
63,23.89,1505.07,one_year,bank_transfer,5,0
52,34.46,1791.92,month_to_month,credit_card,3,0
55,86.36,4749.8,two_year,bank_transfer,1,0
34,61.78,2100.52,month_to_month,credit_card,4,1
48,85.45,4101.6,two_year,credit_card,1,0
60,92.36,5541.6,two_year,credit_card,3,0
32,110.0,3520.0,one_year,credit_card,2,1
65,86.54,5625.1,month_to_month,credit_card,0,0
42,55.84,2345.28,one_year,credit_card,2,0
69,64.34,4439.46,month_to_month,credit_card,1,0
44,93.38,4108.72,one_year,credit_card,0,0
39,26.86,1047.54,month_to_month,credit_card,3,0
23,104.98,2414.54,one_year,credit_card,0,0
42,61.05,2564.1,two_year,bank_transfer,0,0
59,83.44,4922.96,month_to_month,bank_transfer,2,0
8,67.94,543.52,one_year,bank_transfer,1,1
8,84.83,678.64,month_to_month,credit_card,2,1
30,22.64,679.2,month_to_month,credit_card,3,0
7,68.41,478.87,one_year,credit_card,3,1
30,116.81,3504.3,month_to_month,electronic_check,0,0
3,28.89,86.67,one_year,electronic_check,4,1
62,109.9,6813.8,one_year,electronic_check,0,0
66,100.21,6613.86,month_to_month,credit_card,2,0
8,22.88,183.04,month_to_month,credit_card,1,0
22,85.89,1889.58,one_year,bank_transfer,1,0
26,75.82,1971.32,one_year,electronic_check,0,0
6,98.79,592.74,two_year,credit_card,1,1
67,69.76,4673.92,two_year,credit_card,2,0
45,28.47,1281.15,month_to_month,credit_card,1,0
7,30.83,215.81,month_to_month,credit_card,3,1
47,64.02,3008.94,one_year,electronic_check,2,0
51,53.35,2720.85,month_to_month,credit_card,1,0
16,104.28,1668.48,two_year,bank_transfer,1,0
68,74.1,5038.8,two_year,credit_card,2,0
71,89.99,6389.29,one_year,electronic_check,1,0
63,30.18,1901.34,one_year,credit_card,1,0
17,71.44,1214.48,two_year,electronic_check,2,1
13,77.89,1012.57,one_year,bank_transfer,0,0
31,84.85,2630.35,one_year,credit_card,2,1
23,21.65,497.95,month_to_month,credit_card,2,0
41,25.83,1059.03,one_year,bank_transfer,1,0
33,96.44,3182.52,month_to_month,credit_card,0,0
49,30.04,1471.96,two_year,bank_transfer,2,0
40,81.0,3240.0,one_year,credit_card,0,0
29,106.57,3090.53,month_to_month,credit_card,2,0
30,119.26,3577.8,month_to_month,credit_card,4,1
14,93.5,1309.0,month_to_month,bank_transfer,0,1
52,63.53,3303.56,one_year,bank_transfer,2,0
31,53.53,1659.43,month_to_month,electronic_check,1,0
27,69.91,1887.57,month_to_month,credit_card,0,1
33,29.81,983.73,month_to_month,credit_card,2,0
66,105.5,6963.0,two_year,electronic_check,1,0
50,115.03,5751.5,month_to_month,electronic_check,0,0
29,67.17,1947.93,two_year,bank_transfer,3,0
68,85.1,5786.8,two_year,credit_card,2,0
65,62.55,4065.75,month_to_month,credit_card,1,0
69,33.23,2292.87,one_year,electronic_check,4,0
7,88.03,616.21,month_to_month,credit_card,2,1
70,119.22,8345.4,one_year,bank_transfer,0,0
16,36.13,578.08,one_year,electronic_check,1,0
34,96.09,3267.06,month_to_month,credit_card,1,1
31,59.02,1829.62,month_to_month,credit_card,3,1
16,44.81,716.96,month_to_month,bank_transfer,3,1
58,42.02,2437.16,two_year,electronic_check,0,0
39,65.83,2567.37,month_to_month,credit_card,0,0
65,83.9,5453.5,two_year,bank_transfer,0,0
24,112.74,2705.76,one_year,credit_card,0,0
1,109.77,109.77,month_to_month,electronic_check,0,1
35,90.71,3174.85,one_year,bank_transfer,1,1
47,50.23,2360.81,one_year,electronic_check,0,0
43,28.74,1235.82,month_to_month,bank_transfer,2,0
50,106.38,5319.0,one_year,electronic_check,1,0
53,23.76,1259.28,month_to_month,electronic_check,0,0
58,42.63,2472.54,month_to_month,electronic_check,4,1
43,85.77,3688.11,month_to_month,credit_card,1,0
61,41.8,2549.8,one_year,bank_transfer,0,0
23,114.75,2639.25,two_year,electronic_check,1,1
53,61.95,3283.35,month_to_month,electronic_check,5,1
72,80.02,5761.44,month_to_month,electronic_check,1,0
36,37.05,1333.8,one_year,bank_transfer,1,0
26,102.23,2657.98,month_to_month,credit_card,0,0
16,99.94,1599.04,two_year,credit_card,0,0
72,87.32,6287.04,month_to_month,electronic_check,2,0
54,77.15,4166.1,one_year,bank_transfer,4,0
18,35.21,633.78,one_year,credit_card,0,0
59,92.16,5437.44,month_to_month,electronic_check,5,1
17,102.15,1736.55,month_to_month,credit_card,2,1
